tree_cover,nbart_blue_temporal_median,nbart_blue_temporal_std,nbart_blue_focal_mean,nbart_blue_focal_std,nbart_green_temporal_median,nbart_green_temporal_std,nbart_green_focal_mean,nbart_green_focal_std,nbart_red_temporal_median,nbart_red_temporal_std,nbart_red_focal_mean,nbart_red_focal_std,nbart_red_edge_1_temporal_median,nbart_red_edge_1_temporal_std,nbart_red_edge_1_focal_mean,nbart_red_edge_1_focal_std,nbart_red_edge_2_temporal_median,nbart_red_edge_2_temporal_std,nbart_red_edge_2_focal_mean,nbart_red_edge_2_focal_std,nbart_red_edge_3_temporal_median,nbart_red_edge_3_temporal_std,nbart_red_edge_3_focal_mean,nbart_red_edge_3_focal_std,nbart_nir_1_temporal_median,nbart_nir_1_temporal_std,nbart_nir_1_focal_mean,nbart_nir_1_focal_std,nbart_nir_2_temporal_median,nbart_nir_2_temporal_std,nbart_nir_2_focal_mean,nbart_nir_2_focal_std,nbart_swir_2_temporal_median,nbart_swir_2_temporal_std,nbart_swir_2_focal_mean,nbart_swir_2_focal_std,nbart_swir_3_temporal_median,nbart_swir_3_temporal_std,nbart_swir_3_focal_mean,nbart_swir_3_focal_std,EVI_temporal_median,EVI_temporal_std,EVI_focal_mean,EVI_focal_std,NDVI_temporal_median,NDVI_temporal_std,NDVI_focal_mean,NDVI_focal_std,GRNDVI_temporal_median,GRNDVI_temporal_std,GRNDVI_focal_mean,GRNDVI_focal_std,y,x,tile_id,year
0.0,503.0,145.69484,489.9753,96.081215,721.0,172.73874,713.5741,153.0573,919.0,251.76872,809.35187,217.35045,1324.0,178.7866,1216.753,159.88463,1925.5,189.84766,1967.5988,156.1339,2073.0,210.17166,2158.105,158.97186,1702.0,378.779,2296.0125,256.98102,2246.5,245.45547,2416.0186,170.73795,2502.0,347.07382,2446.5432,245.75842,1711.0,318.69742,1567.247,214.67165,0.6338465,0.17473948,1.1249342,0.27091414,0.3197736,0.06514205,0.4888509,0.0828151,0.5687581,0.024062218,0.6300131,0.03175142,6089295.0,703035.0,g2_017_binary_tree_cover_10m,2020
1.0,381.5,117.13084,476.03085,64.231606,535.5,121.903885,694.9568,111.8129,569.0,182.61858,779.2716,134.70659,1008.0,138.11847,1189.1667,122.60027,1858.0,184.86261,1930.1729,180.4706,2115.0,223.02731,2114.0986,172.05257,2126.0,275.4252,2245.074,271.043,2350.5,249.0135,2371.6235,194.08687,2158.0,370.80804,2401.4014,197.79396,1242.0,319.09396,1527.1605,161.69183,1.4487838,0.28195524,1.1365912,0.18914214,0.57948095,0.08791337,0.4915554,0.058077913,0.6626202,0.032161754,0.6293906,0.021772077,6089285.0,703075.0,g2_017_binary_tree_cover_10m,2020
1.0,605.0,126.09738,487.62347,104.36461,864.5,173.05745,714.1358,173.1766,1133.0,222.05194,829.9259,251.67833,1269.0,157.06824,1198.8086,162.3213,1920.5,200.25621,1869.9012,161.38036,2117.0,182.43222,2045.2407,176.68289,2143.5,307.03745,2186.2036,301.6836,2320.5,216.49747,2289.5679,198.82181,2521.0,335.50656,2404.8147,243.36304,1717.5,293.79077,1569.463,231.01216,0.6165133,0.14646235,1.031728,0.27620703,0.33143765,0.058219146,0.46118742,0.08716294,0.5722307,0.026926674,0.62082565,0.02955338,6089295.0,703115.0,g2_017_binary_tree_cover_10m,2020
1.0,328.5,124.58081,479.01236,105.07578,438.5,140.28212,699.8889,168.75507,489.0,166.78,814.5432,246.99455,893.0,155.67038,1196.4568,184.96227,1577.0,159.80042,1879.105,183.66002,1800.0,217.98962,2068.2346,199.97809,1583.5,397.88345,2195.6296,307.77228,2001.5,231.34325,2316.4382,217.05011,1782.5,293.9107,2414.7468,308.77426,1073.5,220.10913,1569.2839,290.84302,1.3876288,0.22422443,1.0710939,0.31865686,0.54064584,0.07626823,0.47244555,0.094522506,0.6520486,0.03541359,0.6270753,0.035281807,6089305.0,703145.0,g2_017_binary_tree_cover_10m,2020
0.0,571.5,130.6659,509.0926,94.330696,881.0,136.10005,764.26544,157.46017,992.0,226.11491,871.1543,227.29787,1458.5,187.69424,1343.6852,210.56389,2193.5,288.24023,2108.9136,238.37984,2371.5,241.35727,2296.7036,224.8068,2632.5,293.74457,2442.963,295.4245,2648.5,260.26767,2566.7222,235.80032,2937.5,433.95096,2619.7283,318.06677,1972.0,411.5569,1712.605,291.07202,0.97588336,0.2453445,1.0933663,0.26820242,0.46224588,0.09481053,0.4870909,0.08123613,0.6232865,0.031303633,0.6316322,0.028686438,6089295.0,703195.0,g2_017_binary_tree_cover_10m,2020
1.0,420.5,151.67117,537.58026,78.9796,614.5,203.60385,810.94446,123.230354,764.5,253.96767,940.12964,193.53519,1407.0,181.68106,1389.8333,135.56264,2029.5,195.27625,2163.1172,145.95319,2226.0,219.00783,2347.7593,155.64677,1791.0,380.29208,2504.006,278.73407,2463.5,226.08354,2614.0308,177.26755,2585.5,421.75836,2634.7285,233.8711,1740.5,377.4523,1732.3457,207.54602,0.73562473,0.24545528,1.0110996,0.26561764,0.37289453,0.08649338,0.46371242,0.08328516,0.5934901,0.037883364,0.6232887,0.027273497,6089305.0,703215.0,g2_017_binary_tree_cover_10m,2020
1.0,529.0,132.61134,534.6358,83.49715,866.5,152.61539,805.26544,140.71667,1107.5,279.4075,946.17285,236.07133,1527.0,233.22966,1380.6914,167.58553,2099.0,272.1505,2144.21,144.61755,2264.0,274.1941,2326.6975,142.14902,2237.5,300.1253,2481.4568,325.53094,2409.5,293.9059,2568.4753,158.38863,2395.0,448.559,2526.5493,298.12656,1677.5,415.04297,1673.7902,252.1238,0.5740765,0.26973364,0.98401815,0.29437318,0.34276706,0.10811476,0.4546026,0.097347096,0.5936568,0.031383414,0.6241184,0.02832866,6089285.0,703275.0,g2_017_binary_tree_cover_10m,2020
1.0,518.0,132.69812,530.80865,90.64009,789.5,145.40248,798.49384,151.09032,808.0,265.84995,933.73456,248.42776,1290.0,236.16847,1372.0123,187.9403,2371.0,332.12665,2137.2532,145.6175,2472.0,351.6422,2316.716,128.472,2726.5,393.72482,2454.5186,258.3141,2727.0,375.67715,2566.105,141.2803,2307.5,533.76294,2519.4507,331.11713,1459.5,494.02158,1656.2963,273.03912,1.3238158,0.42760947,0.9935222,0.2966276,0.53932595,0.13881242,0.45774227,0.095836215,0.6381908,0.044362035,0.62429893,0.026913004,6089285.0,703295.0,g2_017_binary_tree_cover_10m,2020
0.0,541.0,143.02382,556.1235,110.28797,862.0,166.95514,816.26544,158.14294,912.0,268.3867,940.62964,216.50427,1403.5,215.50478,1364.1914,185.96735,2186.5,304.5377,2076.5557,170.57515,2330.0,255.49776,2250.389,153.04002,2695.5,322.78162,2383.6235,259.05066,2632.0,283.1996,2498.29,174.9389,2729.5,543.7293,2517.7222,277.44638,1692.5,509.9508,1679.1914,238.87515,1.1333231,0.30815554,0.9807958,0.23540275,0.51384175,0.10726276,0.44120246,0.09311236,0.6287981,0.035640232,0.611611,0.038676307,6089285.0,703335.0,g2_017_binary_tree_cover_10m,2020
0.0,740.0,108.02246,660.4383,138.86755,992.0,115.88787,921.4136,180.30528,1043.5,182.5288,1069.3704,249.3944,1375.0,182.8045,1403.7161,170.97221,2129.0,277.62778,1973.0741,178.68187,2427.5,289.31485,2147.247,195.97392,2290.0,230.93916,2291.9011,328.3835,2598.5,288.1116,2373.9753,222.42758,2498.5,434.19226,2538.3704,268.6539,1681.0,397.94666,1817.2346,262.25693,1.1268914,0.3544974,0.8611321,0.28230903,0.38731974,0.09178152,0.36720717,0.10377036,0.53888166,0.029022725,0.5739557,0.045930993,6089295.0,703385.0,g2_017_binary_tree_cover_10m,2020
0.0,1092.5,204.49736,773.1049,375.39603,1357.0,217.5626,1028.9939,348.67746,1391.0,208.3395,1131.4259,345.02084,1593.5,149.72183,1418.7778,209.9433,1910.5,145.38753,1897.7346,192.8155,2030.5,205.6145,2040.1791,220.94653,1994.5,322.29068,2171.7285,382.7461,2452.5,218.43274,2251.815,290.88715,2953.0,319.86316,2410.037,465.92377,2560.0,318.6057,1816.895,550.65063,0.7796469,8.649707,0.8590074,0.319561,0.19344297,0.04613321,0.31514135,0.13600136,0.44476765,0.030850673,0.5300927,0.07533361,6089295.0,703435.0,g2_017_binary_tree_cover_10m,2020
0.0,770.5,106.55203,695.8765,307.75464,1073.0,116.24631,933.34564,302.25156,1228.5,161.52022,1033.858,300.58823,1310.0,152.58556,1320.7098,189.62271,1660.0,168.82138,1823.2407,207.20522,1775.0,205.8319,1961.0988,239.01735,1804.5,213.36345,2065.5186,373.9541,1851.5,232.12167,2167.1604,295.0693,1893.0,268.3251,2222.21,361.22873,1458.0,239.13597,1622.8395,425.53958,0.4375707,0.14682133,0.88065606,0.29586282,0.1880564,0.058447357,0.33673108,0.11864215,0.47654703,0.020634219,0.544135,0.06409956,6089285.0,703455.0,g2_017_binary_tree_cover_10m,2020
1.0,608.5,116.74923,515.01855,98.28694,822.5,139.76727,719.46295,134.63622,953.5,190.23875,856.7407,166.20454,1182.5,158.74422,1172.142,149.35194,1798.5,171.81337,1754.1729,154.24165,2009.5,199.04716,1918.3704,170.18318,1966.0,303.89606,2021.7407,233.30794,2189.0,210.98553,2116.3457,186.57268,2022.5,329.62888,2121.0493,279.74274,1367.5,269.40057,1428.5925,235.37596,0.72261477,0.18331577,0.9237357,0.22449721,0.30906487,0.06586643,0.40759382,0.084606074,0.5554757,0.024227992,0.60286266,0.043620743,6089295.0,703515.0,g2_017_binary_tree_cover_10m,2020
1.0,517.5,125.052315,657.51855,269.8337,728.0,140.57852,956.6543,426.29095,938.0,203.19814,1173.2963,595.2897,1534.5,215.60153,1500.4814,536.90234,2066.0,218.22198,2103.6357,494.87363,2213.5,255.03621,2301.5679,518.18134,2082.5,286.8001,2449.3457,638.94763,2441.0,270.58643,2526.5432,532.6315,2889.0,393.80273,2658.3457,775.129,2119.5,368.1246,1856.2839,683.31177,0.74086595,0.19706225,0.8246798,0.2854213,0.37088978,0.07309963,0.37904057,0.100500405,0.6048238,0.033372425,0.59415245,0.03914892,6089305.0,703545.0,g2_017_binary_tree_cover_10m,2020
1.0,558.0,118.23177,627.5185,216.03276,743.0,123.49726,936.7593,330.20587,923.0,173.79555,1089.0062,478.3606,1650.5,204.32579,1515.8889,417.8908,2214.0,237.18262,2271.895,418.9183,2430.0,251.6855,2477.5125,438.8871,2263.0,255.31564,2618.9075,505.09802,2653.5,271.4329,2717.21,458.0423,3006.5,420.70386,2692.6174,568.56995,2191.5,410.14746,1831.7716,510.73755,0.8939147,0.19989291,0.9563023,0.31638935,0.42053497,0.056040507,0.43053088,0.11596842,0.61290836,0.027345806,0.60596,0.037705835,6089285.0,703575.0,g2_017_binary_tree_cover_10m,2020
1.0,637.5,160.937,659.5926,121.78373,1062.5,185.72968,1003.62964,173.50264,1084.0,329.43433,1093.0309,252.56644,1690.0,294.4076,1588.8334,186.48811,2761.0,385.25348,2480.3333,312.5982,2998.5,386.14136,2703.889,353.39804,3356.5,421.52386,2842.5989,443.46207,3307.5,409.69977,2949.358,388.95935,2920.0,636.6403,2708.8518,290.86722,1797.0,597.76776,1808.463,248.1137,1.20233,0.39581206,1.0539728,0.26537576,0.530321,0.1261136,0.45291853,0.09308095,0.6200103,0.039002005,0.5977312,0.033230793,6089295.0,703615.0,g2_017_binary_tree_cover_10m,2020
0.0,795.0,116.23765,766.62964,186.00829,1049.5,138.54517,1041.3766,157.87567,1077.5,201.56187,1108.395,172.90576,1406.5,216.5125,1449.2716,110.091896,2294.5,327.46042,2061.8025,386.18286,2603.5,327.03683,2195.4692,478.83157,2288.0,310.43427,2280.6543,557.7292,2788.5,350.9081,2353.1729,572.1737,2327.0,451.24786,2278.1357,290.42487,1571.5,401.46115,1666.3395,121.00813,1.0649483,0.42991742,0.88272786,0.33578867,0.35202783,0.09030494,0.32251802,0.1692691,0.5203539,0.031559695,0.5227174,0.090582065,6089285.0,703655.0,g2_017_binary_tree_cover_10m,2020
0.0,997.0,162.19781,850.6667,114.589226,1272.0,226.21838,1145.8271,126.792076,1410.0,275.62006,1310.5432,228.5538,1444.0,277.80423,1511.5927,239.1666,1619.0,291.34735,1852.0864,336.81613,1635.5,319.55005,1919.5309,367.39493,1730.0,361.8002,1942.7716,449.00293,1663.5,329.88058,1983.3704,396.13596,2002.5,386.20264,2145.7532,395.13162,1686.0,343.18274,1687.568,249.48238,0.28718925,0.8214669,0.5248505,0.2051535,0.10131149,0.049568336,0.18916184,0.076324284,0.42530274,0.034488123,0.47333664,0.058724564,6089295.0,703705.0,g2_017_binary_tree_cover_10m,2020
0.0,846.5,145.30441,747.8827,209.46277,1086.5,185.90889,1062.9753,265.52036,1201.0,231.46571,1198.6852,421.09946,1550.5,268.74594,1477.4445,296.96204,1817.5,308.13498,1995.3704,404.6917,1839.5,320.52847,2110.7964,466.383,1793.0,321.01157,2198.3086,551.3421,1881.0,331.54834,2215.611,537.6932,2141.5,381.6425,2154.1482,422.59897,1815.5,344.54758,1578.4753,327.798,0.5426772,0.63551,0.7388534,0.52245843,0.19155407,0.06939864,0.28794536,0.20023544,0.46448135,0.031493876,0.51904017,0.087467186,6089285.0,703735.0,g2_017_binary_tree_cover_10m,2020
0.0,645.0,198.889,541.85187,75.570305,993.0,249.26175,845.78394,135.28798,1131.5,406.6877,920.8642,174.30402,1536.5,360.59735,1408.1975,157.1016,2393.0,433.559,2289.6543,180.57382,2666.5,436.62173,2545.8518,200.63176,2978.5,506.91672,2706.074,302.9324,2974.5,486.98083,2827.2285,204.19507,2515.5,813.1013,2363.8457,187.81859,1575.0,739.2661,1495.1914,155.1154,0.98808205,0.45892778,1.1672113,0.19084321,0.45481053,0.12281282,0.4992894,0.056336075,0.6078026,0.03850357,0.6230792,0.02039165,6089295.0,703795.0,g2_017_binary_tree_cover_10m,2020
1.0,484.5,138.37296,501.74692,74.50051,707.5,155.11946,800.1235,124.46145,759.5,234.39168,824.0123,160.73485,1301.5,259.25653,1344.5925,126.12155,2133.0,344.28928,2356.21,172.24713,2400.0,353.14288,2659.3704,217.68982,2705.0,416.97562,2848.3704,278.9191,2723.5,410.36047,2976.3333,212.48691,2351.0,602.1113,2273.142,180.51025,1494.0,569.53436,1366.4445,172.81726,1.3166131,0.41351736,1.2947686,0.17551073,0.56817126,0.08644793,0.54915226,0.05453136,0.66006815,0.0325603,0.6402047,0.020541478,6089285.0,703815.0,g2_017_binary_tree_cover_10m,2020
1.0,404.0,164.42307,496.8642,62.66278,738.0,182.27141,827.46295,101.57904,559.0,356.30203,795.8642,132.07445,1338.5,326.70618,1345.8827,83.16353,2655.5,721.0781,2515.0925,138.5591,3253.0,829.3031,2902.6235,205.29453,3570.5,907.4516,3117.494,338.77344,3661.5,866.8228,3245.0122,241.8391,2095.0,802.90015,2241.006,139.46857,1095.5,679.43555,1244.5061,110.378784,1.9079908,0.7153562,1.445957,0.22265588,0.7513745,0.18028224,0.5935141,0.07236461,0.71043974,0.055641156,0.6507706,0.0319978,6089295.0,703865.0,g2_017_binary_tree_cover_10m,2020
0.0,585.0,232.03365,513.6667,51.36805,928.0,271.5553,851.8148,76.25499,933.5,463.25314,824.5617,111.46144,1450.0,433.3626,1357.7778,58.104576,2465.0,783.9621,2482.5,126.76706,2870.0,1006.8684,2837.8704,236.1239,2978.5,976.3411,3071.074,311.97012,3219.0,1038.802,3169.111,264.84946,2406.0,956.7264,2284.9075,136.72966,1322.0,852.0937,1280.2037,118.93941,1.1862471,0.91514885,1.4030613,0.23661444,0.50204283,0.24076675,0.57865286,0.07518829,0.6105412,0.0959211,0.64129865,0.033593856,6089305.0,703895.0,g2_017_binary_tree_cover_10m,2020
1.0,414.5,170.58247,189.05556,506.51727,650.0,190.74284,417.59875,598.3848,570.5,316.47385,390.29013,587.4668,1197.0,280.01346,747.75305,737.19006,2281.5,414.98746,1552.5494,1077.2664,2562.0,477.83054,1749.1543,1165.4424,2655.0,489.13123,1880.5618,1237.0741,2789.0,470.84354,1950.4382,1250.1145,2022.5,625.41614,1371.8271,1004.42,1187.5,538.04834,727.7778,726.4454,1.638052,0.67870665,1.122688,0.4943622,0.6494088,0.1578482,0.42957824,0.19229576,0.6464903,0.058043998,0.5534417,0.09885339,6089295.0,703955.0,g2_017_binary_tree_cover_10m,2020
1.0,224.0,117.48091,-326.38272,589.7473,343.0,102.47612,-272.35803,636.89777,281.0,109.207306,-306.2963,607.34875,482.0,118.67891,-168.14815,725.76965,1331.0,106.621704,283.7778,1121.2944,1516.0,102.83068,375.4938,1203.4664,1697.0,123.75829,412.5926,1241.0956,1670.0,102.00446,461.6667,1279.2965,902.0,146.86662,80.77776,939.727,450.0,86.75233,-179.74074,714.2961,2.14124,1.4823035,1.2029425,1.0648645,0.71488035,0.079955414,0.39963752,0.35128942,0.70322084,0.046388634,0.5386043,0.18040131,6089255.0,702025.0,g2_017_binary_tree_cover_10m,2020
1.0,202.0,116.50302,215.85185,9.062588,308.0,107.60621,317.18518,16.96982,242.0,126.661804,257.38272,17.44612,523.0,123.66776,511.4568,21.862343,1348.0,92.180115,1322.8025,46.354042,1523.0,107.50008,1482.5062,49.302593,1548.0,132.28987,1557.5802,75.042,1707.0,116.14569,1640.0247,53.20936,974.0,181.52101,976.02466,46.23471,486.0,108.11651,492.44446,23.160215,2.1443672,0.5732087,2.121391,0.09195888,0.7227501,0.08478251,0.71297467,0.0155927455,0.70252186,0.042757243,0.6994757,0.00588846,6089255.0,702065.0,g2_017_binary_tree_cover_10m,2020
1.0,239.0,124.840996,222.39507,8.780625,339.0,108.59342,327.64197,11.906673,294.0,129.25177,271.46915,14.273331,529.0,136.86726,531.7778,16.649122,1309.0,87.50104,1337.321,36.06781,1435.0,109.64667,1485.8889,38.85585,1560.0,159.16508,1564.7654,71.02643,1582.0,131.06993,1644.0988,50.69848,1044.0,201.50958,1020.23456,30.080622,521.0,115.66171,519.3951,19.940361,1.9681417,0.5716717,2.0597668,0.07194267,0.68247205,0.0746855,0.7016905,0.013462682,0.6859983,0.0369628,0.6941481,0.008126039,6089245.0,702105.0,g2_017_binary_tree_cover_10m,2020
1.0,231.0,117.938705,252.95062,39.600357,341.0,106.62456,377.46915,67.4979,277.0,118.51339,341.46915,98.09635,550.0,125.95834,621.85187,92.527435,1374.0,94.87965,1419.6173,90.53235,1504.0,87.28243,1558.7655,99.8051,1610.0,85.55326,1648.9507,159.77092,1652.0,97.83055,1727.1235,109.49616,1030.0,193.72403,1162.2839,152.37366,502.0,119.70843,622.96295,108.0652,2.064474,0.8005378,1.8734012,0.25621736,0.70677876,0.07765745,0.6633816,0.045880202,0.69265234,0.04119758,0.68109524,0.012456511,6089245.0,702155.0,g2_017_binary_tree_cover_10m,2020
1.0,249.0,117.28341,255.14815,56.807827,376.0,104.79681,382.1605,89.18417,331.0,108.438034,348.32098,130.68292,738.0,124.40655,631.03705,107.869995,1567.0,135.80693,1407.8148,115.32259,1702.0,122.2258,1543.1729,132.01385,1760.0,144.9654,1614.2222,223.11746,1895.0,115.07172,1705.2593,137.87593,1339.0,203.05928,1177.4691,170.26292,752.0,144.3523,641.11115,125.881226,1.8338792,0.7261906,1.8287336,0.36797568,0.6767587,0.0721637,0.6508732,0.07316625,0.69136876,0.04483559,0.6742771,0.022969369,6089265.0,702185.0,g2_017_binary_tree_cover_10m,2020
1.0,229.0,116.339386,247.88889,50.05048,362.0,96.3784,373.18518,74.18892,300.0,113.7547,339.14816,108.1839,628.0,142.3949,606.7284,108.74819,1332.0,104.54575,1368.1729,126.04778,1455.0,174.69948,1512.1482,133.80121,1547.0,85.64693,1593.642,210.65793,1641.0,186.18648,1672.7284,147.99648,1165.0,255.00778,1135.0494,184.77032,668.0,167.0489,618.44446,130.99684,1.9787015,1.6962242,1.8256799,0.3139977,0.6789759,0.08669852,0.6552178,0.06454251,0.6716287,0.04521291,0.6775775,0.021683808,6089255.0,702215.0,g2_017_binary_tree_cover_10m,2020
1.0,193.0,111.23985,212.22223,7.4105124,294.0,95.854294,318.8395,10.647765,237.0,104.32181,263.75308,12.488751,493.0,103.98798,511.92593,30.498138,1246.0,94.32662,1279.2963,30.41694,1407.0,90.81715,1445.321,35.258583,1512.0,105.00009,1519.642,44.059105,1550.0,91.61373,1593.2839,39.72044,921.0,136.34763,958.4815,68.01786,473.0,86.05695,498.25928,48.465103,2.1127768,1.7506529,2.0683575,0.06605779,0.7209555,0.081458524,0.7064622,0.011944649,0.7046371,0.046438135,0.6971121,0.005359306,6089255.0,702275.0,g2_017_binary_tree_cover_10m,2020
1.0,196.0,109.251686,222.97531,10.90435,309.0,98.27012,335.77777,13.456548,253.0,104.03177,282.0247,18.578234,496.0,105.3278,531.1235,54.547234,1282.0,95.71532,1306.6173,50.308716,1446.0,100.036896,1478.0247,60.57468,1554.0,108.89865,1552.5062,65.54107,1587.0,98.713776,1626.6172,69.39358,880.0,131.14941,974.5432,105.456245,442.0,80.249954,513.0864,75.31373,2.107859,1.260097,2.052606,0.08144121,0.7188889,0.08417539,0.7022467,0.014616265,0.7060465,0.048901923,0.6945453,0.0068097245,6089265.0,702295.0,g2_017_binary_tree_cover_10m,2020
1.0,214.0,113.754135,285.2963,131.17743,312.0,102.69136,432.53085,201.57106,238.0,116.25767,393.07407,232.49095,470.0,113.94707,671.5309,241.37868,1296.0,88.64149,1472.247,250.56017,1475.0,103.57891,1659.1357,265.19254,1600.0,117.12982,1758.5802,351.34622,1647.0,115.00636,1825.4938,281.21582,912.0,191.91504,1222.3704,385.32596,464.0,122.78683,686.28394,277.05545,2.2217054,0.63481563,1.8523378,0.44414055,0.73714894,0.086617805,0.65848744,0.10297823,0.71060175,0.046809938,0.6764364,0.04425722,6089255.0,702335.0,g2_017_binary_tree_cover_10m,2020
1.0,271.0,105.077965,293.08643,124.76288,454.0,99.22461,451.60495,196.38492,406.0,112.33634,400.22223,212.7224,847.0,136.75046,702.5926,235.09087,1787.0,265.9586,1540.3086,290.69388,2038.0,213.12543,1742.0494,313.23618,2121.0,276.50327,1851.2345,410.89273,2235.0,268.03503,1917.3209,335.39206,1599.0,206.8629,1258.7778,340.60068,922.0,173.83293,697.85187,238.8618,1.7455839,0.5844281,1.8628435,0.36517018,0.6835542,0.08644131,0.66375655,0.0847898,0.695728,0.047539238,0.6760732,0.03830337,6089255.0,702375.0,g2_017_binary_tree_cover_10m,2020
1.0,202.0,121.834946,223.92592,12.24142,305.0,110.75889,341.12344,24.39489,239.0,122.151505,272.74075,24.166065,480.0,131.39348,551.1852,32.893337,1186.0,114.602036,1333.9136,80.066505,1339.0,136.3274,1506.3827,98.55967,1369.0,129.86336,1576.6296,148.33513,1452.0,142.6838,1659.9259,120.324905,866.0,191.16899,1005.7778,70.87509,425.0,115.09032,514.09875,40.657078,2.2340426,1.2328366,2.0924,0.12557474,0.70765024,0.086569525,0.7019147,0.021726107,0.6771653,0.045320854,0.6862353,0.012037408,6089245.0,702435.0,g2_017_binary_tree_cover_10m,2020
1.0,224.0,119.92997,226.27777,13.169231,350.0,104.18483,342.85184,22.621534,282.0,117.01153,277.57407,23.153399,563.0,115.123825,547.85803,40.425938,1342.0,156.7163,1313.8827,76.33535,1519.0,109.271065,1475.537,86.39274,1604.0,124.962166,1558.9259,113.55841,1668.0,114.53598,1626.753,102.46124,1020.0,159.89355,1014.1111,72.52175,511.0,92.11053,516.0741,42.8727,2.1060748,0.8856543,2.0635874,0.07329141,0.69821525,0.07922808,0.69395924,0.010944142,0.6839688,0.04051489,0.6825556,0.0067618913,6089245.0,702465.0,g2_017_binary_tree_cover_10m,2020
1.0,226.5,118.52443,230.46297,14.105159,366.5,101.41057,347.1111,22.097765,303.0,111.60339,284.01852,26.145517,596.5,115.159096,553.87036,30.596674,1357.5,170.26003,1318.0123,45.28149,1542.5,108.469284,1475.3395,54.859215,1652.0,111.28405,1552.9445,112.502655,1713.5,118.87261,1626.0309,61.471664,1082.5,166.47893,1041.395,53.94034,566.0,93.41371,534.40125,31.036283,2.015252,1.447636,2.0293639,0.112578705,0.6857517,0.07699688,0.6861675,0.019688068,0.68208706,0.041430067,0.6803213,0.008414828,6089245.0,702495.0,g2_017_binary_tree_cover_10m,2020
1.0,213.0,118.884735,228.96913,13.726133,328.5,105.86895,343.17285,21.641876,264.0,119.92827,287.0,25.373957,497.0,126.15487,551.7778,29.335983,1274.5,104.55612,1323.2098,49.99075,1397.5,101.96202,1480.4506,56.669468,1520.0,109.074394,1554.2345,107.195816,1541.5,123.46934,1635.1914,75.82189,961.5,255.25539,1035.4075,61.175133,502.0,154.38359,533.0123,38.567875,2.0289292,2.4793131,1.9906361,0.11901973,0.70060885,0.08586232,0.68196976,0.018377893,0.68653727,0.044639695,0.68450963,0.009658504,6089255.0,702535.0,g2_017_binary_tree_cover_10m,2020
1.0,215.5,120.63088,222.98148,12.811014,334.5,109.547585,332.95062,22.653393,267.5,128.34691,278.34567,23.03408,525.5,130.6074,543.9136,33.835274,1298.0,115.56561,1331.3395,51.937725,1470.0,139.94789,1488.253,74.00989,1575.0,172.96426,1560.7778,112.78,1607.0,156.99504,1649.2284,96.0719,1003.0,251.36287,1040.253,79.86581,498.5,143.14677,533.43207,51.003483,2.0783355,0.6110322,2.0218604,0.09219944,0.71071386,0.07608857,0.69248366,0.011466111,0.68892395,0.039404172,0.6911414,0.004646992,6089255.0,702585.0,g2_017_binary_tree_cover_10m,2020
1.0,238.0,118.08384,227.01234,10.732093,339.0,107.03306,332.71606,14.390869,287.0,114.98145,283.96915,16.17586,555.5,116.17108,540.87036,21.33894,1318.5,143.55632,1299.1852,34.73893,1470.5,110.80467,1449.0309,47.497074,1570.0,121.48521,1521.5802,66.25936,1618.5,122.30231,1605.0,57.132603,1131.5,202.3824,1096.1729,61.1111,582.0,122.20242,569.7222,40.40091,2.0152278,1.3612996,1.9939816,0.070761286,0.68400395,0.07874774,0.68035364,0.01382308,0.68932915,0.043440353,0.6858745,0.0054708715,6089245.0,702625.0,g2_017_binary_tree_cover_10m,2020
1.0,219.0,118.92452,222.57408,6.604758,319.0,105.19013,324.0432,10.439118,272.5,120.094376,282.78394,10.419071,510.0,117.93346,528.9753,16.413197,1211.0,112.30232,1247.1111,24.468594,1323.5,109.870224,1385.9506,31.95783,1380.0,128.7912,1454.7284,47.811867,1468.5,122.745605,1532.7963,31.424885,1074.5,211.47185,1097.037,39.820663,562.0,123.14518,580.4815,26.820004,1.8980494,1.0267192,1.9425893,0.06298577,0.6632656,0.08231036,0.670127,0.009977518,0.6743156,0.041450813,0.6829821,0.006251838,6089265.0,702675.0,g2_017_binary_tree_cover_10m,2020
1.0,221.5,113.92491,219.23457,7.0191975,317.5,106.14067,319.7037,8.3179245,279.0,114.60635,277.78394,9.4104595,523.0,121.09937,521.44446,10.480379,1225.5,118.19643,1252.0988,26.36219,1376.5,110.85277,1397.7223,36.66747,1453.5,136.25677,1469.8766,53.44891,1515.5,128.33034,1547.3518,38.59894,1060.0,217.53082,1067.247,36.51452,557.5,128.55011,559.7099,24.775198,2.0020843,0.8401978,1.9716227,0.044800956,0.6730365,0.077179745,0.6760593,0.011769914,0.6858492,0.041657425,0.6880154,0.0068081277,6089245.0,702695.0,g2_017_binary_tree_cover_10m,2020
1.0,206.5,112.42491,213.33951,9.510133,319.5,103.15622,315.61728,16.158611,282.5,127.00827,279.0432,19.960886,523.0,136.80516,525.05554,17.929728,1225.0,121.98612,1247.321,32.983604,1398.0,136.30968,1410.4198,39.256447,1476.0,163.23817,1478.6914,83.532455,1539.0,169.03632,1561.7407,44.202946,1094.5,231.5728,1068.2593,46.319546,592.5,134.50084,565.71606,34.168747,1.8866379,0.44918054,1.8996427,0.08892521,0.67796,0.080696575,0.677798,0.015312406,0.6971848,0.039912358,0.6938658,0.0054321517,6089265.0,702745.0,g2_017_binary_tree_cover_10m,2020
